description_arm,code,description_eng,abb_code,date,sna_info,value,quarter,year,USD_AMD,value_usd,value_yoy,value_usd_yoy
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2011-12-31,SNA 1993,1076576.8,4,2011,380.833076923077,2826.8994087860015,3649368.9,9773.7349670397125
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2012-03-31,SNA 1993,778302.4,1,2012,388.402,2003.857858610409,3715679.3,9824.249818656364
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2012-06-30,SNA 1993,924831.5,2,2012,401.5170769230769,2303.3428791801557,3798065.6,9872.840352762134
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2012-09-30,SNA 1993,1164089.9,3,2012,411.13461538461536,2831.408148182796,3943800.6,9965.508294759362
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2012-12-31,SNA 1993,1180672.7,4,2012,406.4506060606061,2904.8368544539685,4047896.5,10043.445740427327
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2013-03-31,SNA 2008,887708.3999999999,1,2013,409.29359375,2168.87929240891,4157302.499999999,10208.46717422583
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2013-06-30,SNA 2008,995013.5,2,2013,414.35,2401.3840955713767,4227484.5,10306.508390617051
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2013-09-30,SNA 2008,1293594.1,3,2013,408.42560606060607,3167.269830305508,4356988.699999999,10642.370072739765
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2013-12-31,SNA 2008,1321172.7,4,2013,404.0480303030303,3269.8407142565184,4497488.7,11007.373932542312
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2014-03-31,SNA 2008,910909.2,1,2014,408.91578125,2227.62055603595,4520689.5,11066.115196169352
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2014-06-30,SNA 2008,1030372.2,2,2014,413.02861538461536,2494.675094219585,4556048.2,11159.406194817562
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2014-09-30,SNA 2008,1366542.2,3,2014,408.3884848484848,3346.1820073281383,4628996.3,11338.31837184019
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2014-12-31,SNA 2008,1406511,4,2014,430.96363636363634,3263.6419440577142,4714334.6,11332.119601641389
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2015-03-31,SNA 2008,924881.2,1,2015,476.72890625,1940.0568916099787,4728306.6,11044.555937215417
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2015-06-30,SNA 2008,1030361.92,2,2015,476.5458461538461,2162.1464719836463,4728296.32,10712.027314979478
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2015-09-30,SNA 2008,1335085.4,3,2015,479.005,2787.2055615285853,4696839.52,10153.050869179926
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2015-12-31,SNA 2008,1300761.9,4,2015,477.9307575757576,2721.653460007361,4591090.42,9611.062385129571
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2016-03-31,SNA 2008,889550.1000000001,1,2016,487.54242424242426,1824.5593732324771,4555759.32,9495.56486675207
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2016-06-30,SNA 2008,1047331.5,2,2016,478.514,2188.716526580205,4572728.9,9522.134921348628
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2016-09-30,SNA 2008,1305542.8000000005,3,2016,475.29621212121214,2746.79824224447,4543186.300000001,9481.727602064511
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2016-12-31,SNA 2008,1305867.6,4,2016,478.71,2727.888700883625,4548292,9487.962842940777
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2017-03-31,SNA 2008,949462.7,1,2017,485.5846153846154,1955.2981497322812,4608204.600000001,9618.70161944058
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2017-06-30,SNA 2008,1146047.4,2,2017,483.3658461538462,2370.973061334654,4706920.500000001,9800.958154195032
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2017-09-30,SNA 2008,1408932.8,3,2017,478.6426153846154,2943.6008301681327,4810310.5,9997.760742118691
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2017-12-31,SNA 2008,1634285.7,4,2017,483.1150769230769,3382.808316413226,5138728.600000001,10652.680357648294
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2018-03-31,SNA 2008,1018238.5,1,2018,481.61753846153846,2114.205606491458,5207504.4,10811.58781440747
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2018-06-30,SNA 2008,1268641.1,2,2018,483.5663076923077,2623.510116025771,5330098.1,11064.124869098589
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2018-09-30,SNA 2008,1509258.0000000002,3,2018,482.5387692307692,3127.744538342396,5430423.3,11248.268577272853
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2018-12-31,SNA 2008,1696668.2,4,2018,485.70969696969695,3493.17341322476,5492805.8,11358.633674084384
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2019-03-31,SNA 2008,1220474,1,2019,486.6484375,2507.9172272077826,5695041.3,11752.34529480071
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2019-06-30,SNA 2008,1430295.3,2,2019,479.89784615384616,2980.4161686974408,5856695.5,12109.251347472378
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2019-09-30,SNA 2008,1675495.4,3,2019,475.18439393939394,3525.989955414437,6022932.9,12507.49676454442
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2019-12-31,SNA 2008,1955587.4,4,2019,475.6837878787879,4111.107945722792,6281852.1,13125.431297042453
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2020-03-31,SNA 2008,1239881.9,1,2020,480.4115384615384,2580.8745226448477,6301260,13198.388592479518
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2020-06-30,SNA 2008,1221110.3,2,2020,483.2713846153846,2526.758957540659,6092074.999999999,12744.731381322736
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2020-09-30,SNA 2008,1518017.7,3,2020,484.37666666666667,3133.9612422838973,5934597.3,12352.702668192196
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2020-12-31,SNA 2008,1602939.1,4,2020,500.8028787878788,3200.738589761471,5581949,11442.333312230874
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2021-03-31,SNA 2008,1205018.8,1,2021,522.54765625,2306.04574642564,5547085.899999999,11167.504536011667
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2021-06-30,SNA 2008,1382884.9,2,2021,518.8441538461539,2665.318457862106,5708860.5,11306.064036333111
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2021-09-30,SNA 2008,1563787.4,3,2021,489.9818181818182,3191.521280938068,5754630.2,11363.624074987283
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2021-12-31,SNA 2008,1783848.1,4,2021,481.31742424242424,3706.1781064911806,5935539.200000001,11869.063591716997
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2022-03-31,SNA 2008,1332265.2,1,2022,486.89070646666664,2736.2715745144524,6062785.600000001,12299.289419805807
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2022-06-30,SNA 2008,1592542.4,2,2022,453.17880192307695,3514.1590763778045,6272443.100000001,13148.130038321506
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2022-09-30,SNA 2008,1854417.7,3,2022,407.2822706630435,4553.1510541351645,6563073.4,14509.7598115186
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2022-12-31,SNA 2008,1966229.1,4,2022,397.96744542391303,4940.678245441865,6745454.399999999,15744.259950469284
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2023-03-31,SNA 2008,1524170.5,1,2023,392.3491623888889,3884.729842979177,6937359.7,16892.718218934013
Վերջնական սպառման ծախսեր,P.3,Total final consumption expenditure,fin_consumption,2023-06-30,SNA 2008,1846359.2,2,2023,386.818423,4773.193545644542,7191176.5,18151.752688200748
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2000-03-31,SNA 1993,202409,1,2000,NA,NA,NA,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2000-06-30,SNA 1993,226931.8,2,2000,NA,NA,NA,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2000-09-30,SNA 1993,271102.4,3,2000,NA,NA,NA,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2000-12-31,SNA 1993,297198.4,4,2000,NA,NA,997641.6,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2001-03-31,SNA 1993,207038.8,1,2001,NA,NA,1002271.4,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2001-06-30,SNA 1993,234083.1,2,2001,NA,NA,1009422.7,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2001-09-30,SNA 1993,310679.6,3,2001,NA,NA,1048999.9,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2001-12-31,SNA 1993,345659.8,4,2001,NA,NA,1097461.3,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2002-03-31,SNA 1993,214145,1,2002,NA,NA,1104567.5,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2002-06-30,SNA 1993,231918.1,2,2002,NA,NA,1102402.5,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2002-09-30,SNA 1993,360690.8,3,2002,NA,NA,1152413.7,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2002-12-31,SNA 1993,400400.3,4,2002,NA,NA,1207154.2,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2003-03-31,SNA 1993,237125.9,1,2003,NA,NA,1230135.1,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2003-06-30,SNA 1993,268464,2,2003,NA,NA,1266681,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2003-09-30,SNA 1993,405320.1,3,2003,NA,NA,1311310.2999999998,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2003-12-31,SNA 1993,438873,4,2003,NA,NA,1349783,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2004-03-31,SNA 1993,273522.7,1,2004,NA,NA,1386179.8,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2004-06-30,SNA 1993,310259.5,2,2004,NA,NA,1427975.3,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2004-09-30,SNA 1993,489604.8,3,2004,NA,NA,1512260,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2004-12-31,SNA 1993,496963.7,4,2004,482.9347826086956,1029.0493000225074,1570350.7,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2005-03-31,SNA 1993,322708.7,1,2005,475.8203125,678.2154765618586,1619536.7,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2005-06-30,SNA 1993,376623.1,2,2005,450.4923076923077,836.0255959292398,1685900.2999999998,NA
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2005-09-30,SNA 1993,494989.7,3,2005,453.2583333333333,1092.0697174164843,1691285.2,3635.36008993009
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2005-12-31,SNA 1993,495960.6,4,2005,452.29846153846154,1096.5339088552828,1690282.1,3702.8446987628654
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2006-03-31,SNA 1993,354091.9,1,2006,451.4187692307692,784.397823341247,1721665.2999999998,3809.027045542254
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2006-06-30,SNA 1993,437145.1,2,2006,436.1709230769231,1002.2334751619952,1782187.3000000005,3975.23492477501
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2006-09-30,SNA 1993,574377.1,3,2006,401.02215384615386,1432.2827167806574,1861574.7,4315.447924139183
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2006-12-31,SNA 1993,550855.2,4,2006,373.5910769230769,1474.4870368341856,1916469.3,4693.401052118085
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2007-03-31,SNA 1993,421676.1,1,2007,359.4236923076923,1173.2006237335495,1984053.5,5082.203852510387
Տնային տնտեսությունների,NA,Household final consumption expenditure,C,2007-06-30,SNA 1993,517004,2,2007,353.1206153846154,1464.1003030561794,2063912.4,5544.070680404572
