"date","year","months","hh","indicator","value","info"
"2012-05-01",2012,"may","1.1.4","Ակցիզային հարկ",2729.03958,NA
"2012-05-01",2012,"may","1.1.5","Ծխախոտի արտադրանքի համար հաստատագրված վճար",1402.1,NA
"2012-05-01",2012,"may","1.1.6","""Հաստատագրված վճարի մասին"" ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճար",1320.77553,NA
"2012-05-01",2012,"may","1.1.7","Մաքսատուրք",4484.7929699999995,NA
"2012-05-01",2012,"may","1.1.8","Այլ հարկային եկամուտներ",2359.7177599999995,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), արտոնագրային վճարները, բնապահպանական և բնօգտագործման պարտադիր վճարները,  ճանապարհային վճարները,պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները,  «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (26,27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2012-05-01",2012,"may","1.2","Սոցիալական վճար",10717.9378,NA
"2012-05-01",2012,"may","1.3","Պետական տուրք",2008.22686,NA
"2012-06-01",2012,"jun","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",72348.93630999999,NA
"2012-06-01",2012,"jun","1.1","Հարկային եկամուտներ",59671.87775,NA
"2012-06-01",2012,"jun","1.1.1","ԱԱՀ",28128.75527,NA
"2012-06-01",2012,"jun","1.1.2","Շահութահարկ",11364.73924,NA
"2012-06-01",2012,"jun","1.1.3","Եկամտահարկ",7355.31555,NA
"2012-06-01",2012,"jun","1.1.4","Ակցիզային հարկ",2311.7450100000005,NA
"2012-06-01",2012,"jun","1.1.5","Ծխախոտի արտադրանքի համար հաստատագրված վճար",2183.48161,NA
"2012-06-01",2012,"jun","1.1.6","""Հաստատագրված վճարի մասին"" ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճար",1099.9903399999998,NA
"2012-06-01",2012,"jun","1.1.7","Մաքսատուրք",3700.92894,NA
"2012-06-01",2012,"jun","1.1.8","Այլ հարկային եկամուտներ",3526.9217900000076,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), արտոնագրային վճարները, բնապահպանական և բնօգտագործման պարտադիր վճարները,  ճանապարհային վճարները,պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները,  «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (26,27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2012-06-01",2012,"jun","1.2","Սոցիալական վճար",10592.4589,NA
"2012-06-01",2012,"jun","1.3","Պետական տուրք",2084.5996599999994,NA
"2012-07-01",2012,"jul","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",80573.49132999999,NA
"2012-07-01",2012,"jul","1.1","Հարկային եկամուտներ",67280.88405,NA
"2012-07-01",2012,"jul","1.1.1","ԱԱՀ",35578.801,NA
"2012-07-01",2012,"jul","1.1.2","Շահութահարկ",9531.418479999998,NA
"2012-07-01",2012,"jul","1.1.3","Եկամտահարկ",8262.362729999999,NA
"2012-07-01",2012,"jul","1.1.4","Ակցիզային հարկ",2902.7380000000003,NA
"2012-07-01",2012,"jul","1.1.5","Ծխախոտի արտադրանքի համար հաստատագրված վճար",1706.22831,NA
"2012-07-01",2012,"jul","1.1.6","""Հաստատագրված վճարի մասին"" ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճար",1170.36188,NA
"2012-07-01",2012,"jul","1.1.7","Մաքսատուրք",4911.69745,NA
"2012-07-01",2012,"jul","1.1.8","Այլ հարկային եկամուտներ",3217.2762,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), արտոնագրային վճարները, բնապահպանական և բնօգտագործման պարտադիր վճարները,  ճանապարհային վճարները,պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները,  «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (26,27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2012-07-01",2012,"jul","1.2","Սոցիալական վճար",11089.04462,NA
"2012-07-01",2012,"jul","1.3","Պետական տուրք",2203.5626599999996,NA
"2012-08-01",2012,"aug","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",76671.78209,NA
"2012-08-01",2012,"aug","1.1","Հարկային եկամուտներ",63335.65969,NA
"2012-08-01",2012,"aug","1.1.1","ԱԱՀ",34125.28202,NA
"2012-08-01",2012,"aug","1.1.2","Շահութահարկ",8424.24248,NA
"2012-08-01",2012,"aug","1.1.3","Եկամտահարկ",8367.424459999998,NA
"2012-08-01",2012,"aug","1.1.4","Ակցիզային հարկ",2682.09742,NA
"2012-08-01",2012,"aug","1.1.5","Ծխախոտի արտադրանքի համար հաստատագրված վճար",2437.90024,NA
"2012-08-01",2012,"aug","1.1.6","""Հաստատագրված վճարի մասին"" ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճար",1204.6838100000002,NA
"2012-08-01",2012,"aug","1.1.7","Մաքսատուրք",3851.519639999999,NA
"2012-08-01",2012,"aug","1.1.8","Այլ հարկային եկամուտներ",2242.5096200000044,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), արտոնագրային վճարները, բնապահպանական և բնօգտագործման պարտադիր վճարները,  ճանապարհային վճարները,պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները,  «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (26,27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2012-08-01",2012,"aug","1.2","Սոցիալական վճար",11123.568879999995,NA
"2012-08-01",2012,"aug","1.3","Պետական տուրք",2212.55352,NA
"2012-09-01",2012,"sep","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",74108.98166,NA
"2012-09-01",2012,"sep","1.1","Հարկային եկամուտներ",61711.10747,NA
"2012-09-01",2012,"sep","1.1.1","ԱԱՀ",32536.19348,NA
"2012-09-01",2012,"sep","1.1.2","Շահութահարկ",8926.54836,NA
"2012-09-01",2012,"sep","1.1.3","Եկամտահարկ",6940.85889,NA
"2012-09-01",2012,"sep","1.1.4","Ակցիզային հարկ",2323.2411899999997,NA
"2012-09-01",2012,"sep","1.1.5","Ծխախոտի արտադրանքի համար հաստատագրված վճար",2177.6024,NA
"2012-09-01",2012,"sep","1.1.6","""Հաստատագրված վճարի մասին"" ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճար",1071.90594,NA
"2012-09-01",2012,"sep","1.1.7","Մաքսատուրք",4195.45329,NA
"2012-09-01",2012,"sep","1.1.8","Այլ հարկային եկամուտներ",3539.3039199999985,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), արտոնագրային վճարները, բնապահպանական և բնօգտագործման պարտադիր վճարները,  ճանապարհային վճարները,պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները,  «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (26,27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2012-09-01",2012,"sep","1.2","Սոցիալական վճար",10482.40599,NA
"2012-09-01",2012,"sep","1.3","Պետական տուրք",1915.4682000000005,NA
"2012-10-01",2012,"oct","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",80767.30025,NA
"2012-10-01",2012,"oct","1.1","Հարկային եկամուտներ",67359.8506,NA
"2012-10-01",2012,"oct","1.1.1","ԱԱՀ",38857.331260000006,NA
"2012-10-01",2012,"oct","1.1.2","Շահութահարկ",5910.655830000001,NA
"2012-10-01",2012,"oct","1.1.3","Եկամտահարկ",7554.87642,NA
"2012-10-01",2012,"oct","1.1.4","Ակցիզային հարկ",2931.05185,NA
"2012-10-01",2012,"oct","1.1.5","Ծխախոտի արտադրանքի համար հաստատագրված վճար",2386.4158,NA
"2012-10-01",2012,"oct","1.1.6","""Հաստատագրված վճարի մասին"" ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճար",1045.8443699999996,NA
"2012-10-01",2012,"oct","1.1.7","Մաքսատուրք",5063.25896,NA
"2012-10-01",2012,"oct","1.1.8","Այլ հարկային եկամուտներ",3610.416109999991,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), արտոնագրային վճարները, բնապահպանական և բնօգտագործման պարտադիր վճարները,  ճանապարհային վճարները,պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները,  «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (26,27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2012-10-01",2012,"oct","1.2","Սոցիալական վճար",11282.78016,NA
"2012-10-01",2012,"oct","1.3","Պետական տուրք",2124.6694899999993,NA
